Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Shs Float,Shares Outstanding
AIHS,Senmiao Technology Ltd,Industrials,Rental & Leasing Services,China,2740000.0,,2.47,0.235,20559861.0,0.99M,1.11M
GLXG,Galaxy Payroll Group Ltd,Industrials,Staffing & Employment Services,Hong Kong,10630000.0,,4.92,0.2813,18647636.0,-,18.01M
LAC,Lithium Americas Corp (NewCo),Basic Materials,Other Industrial Metals & Mining,Canada,1570000000.0,,7.04,0.2329,214087827.0,184.49M,223.33M
NVA,Nova Minerals Limited ADR,Basic Materials,Other Industrial Metals & Mining,Australia,129120000.0,,19.3,0.17679999999999998,448177.0,-,5.38M
PALI,Palisade Bio Inc,Healthcare,Biotechnology,USA,11950000.0,,1.31,0.5238,166166504.0,9.10M,9.12M
RZLV,Rezolve AI PLC,Technology,Software - Infrastructure,United Kingdom,1230000000.0,,5.06,0.0161,93123474.0,79.54M,243.67M
TWG,Top Wealth Group Holding Ltd,Consumer Defensive,Food Distribution,Hong Kong,4190000.0000000005,38.46,6.73,-0.0204,701851.0,0.32M,0.46M
UCFI,CN Healthy Food Tech Group Corp,Financial,Shell Companies,USA,11960000.0,111.76,5.51,0.3472,5441353.0,1.58M,2.39M
