Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
ACVA,10.41,44.18%,-0.43%,0.4481,115502859.0,44.81,153638864.0,174584894,0.04717,0.9856,0.096099995,1817428736
AENT,6.42,16.52%,-11.69%,0.3194,7934683.0,31.94,3391342.0,50957370,0.76678,0.47944,0.098900005,327146304
BDRX,1.3,96.94%,47.73%,0.3331,142437102.0,33.31,594400.0,904066,0.0,0.01944,0.0324,1175285
FTFT,2.88,40.49%,2.13%,0.37560000000000004,53280793.0,37.56,7882804.0,8077492,,,0.024300002,23263178
LBGJ,2.25,15.98%,-13.13%,0.33509999999999995,6840233.0,33.51,,16020,0.00124,0.0015,0.108100004,37782
TNON,5.93,11.89%,-27.15%,0.5357999999999999,108576296.0,53.58,620847.0,667047,0.058520004,0.04414,0.20729999,3955588
TRUG,0.65,76.14%,30.66%,0.3481,434803294.0,34.81,1881924.0,1903708,0.00484,0.0082,0.1742,1256757
