Ticker,Price,Change %,Change from Open %,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
ATTT,16.06,473.40%,280.46%,0.5071,393621,,,,,,,,,
JZ,0.95,20.23%,20.83%,-0.0049,1797089,1403950.0,2377874.0,0.0,0.00147,0.0155,Technology,Information Technology Services,China,1897750.0
