Ticker,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding
AQMS,0.25,4.56,0.9176000000000001,1.8203,0.3188,-0.6015,3.6588,59.23,15.7,0.1263,-8.99%,0.23739999999999997,8946200.0,23.74,1.55M,1.85M
CLLS,3.03,0.42,0.2261,0.4337,1.2878999999999998,-0.015,3.1091,68.03,4.52,0.0998,-13.08%,0.2652,1301805.0,26.52,61.80M,100.33M
LGCB,-0.64,0.25,-0.0264,-0.1151,-0.1726,-0.7117,0.6152000000000001,47.46,1.97,0.19390000000000002,-30.63%,0.7212000000000001,51899048.0,72.12,1.18M,13.58M
MIRA,1.74,0.14,0.341,0.299,0.43200000000000005,-0.2969,1.4658000000000002,74.8,1.8,0.3636,-23.08%,0.7726999999999999,113141883.0,77.27,11.14M,17.39M
RYOJ,,0.45,1.1503,1.1437,1.1437,0.2693,1.6262,81.13,4.76,1.1935,5.31%,1.0829,28474874.0,108.29,2.59M,11.25M
SISI,-0.75,0.8,-0.7494,-0.8064,-0.97,-0.9963,1.0202,28.6,1.01,0.3187,-22.30%,0.6970999999999999,18987.0,69.71,0.20M,0.90M
SOND,1.79,0.17,0.2812,0.010700000000000001,-0.2672,-0.6693000000000001,0.813,60.57,1.65,0.7935,23.13%,0.45649999999999996,37393451.0,45.65,11.27M,12.76M
WHWK,0.54,0.24,0.2883,0.39,0.2622,-0.3153,0.8776999999999999,74.52,2.61,0.2429,-24.13%,0.6381,94107320.0,63.81,26.20M,47.13M
