Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
BIAF,6.59,44.52%,-14.64%,0.693,46392612.0,69.3,532257,592327,0.01616,0.11062,0.024400001,3903435
FLYE,2.2,61.76%,22.22%,0.3235,82354944.0,32.35,1464087,1632386,0.04717,0.059369996,0.0036000002,3591249
GPRO,1.23,40.38%,-8.89%,0.5407,500388256.0,54.07,137647669,158245863,0.046290003,0.41774,0.1619,226940432
LIDR,1.47,27.83%,-6.67%,0.3696,129990760.0,36.96,41097062,46488312,0.02299,0.23552999,0.0446,68337816
SM,4.76,77.43%,26.80%,0.3993,34414620.0,39.93,222481560,237854068,0.00927,0.99522,0.0718,9047968768
WETO,5.94,8.39%,-22.71%,0.40240000000000004,14565054.0,40.24,176268,1077801,0.01512,0.00166,0.0093,6402138
