Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
DSY,4.6,33.33%,-23.71%,0.7478,26617338.0,74.78,,,,,,
FNKO,5.88,11.36%,-14.84%,0.3078,3280385.0,30.78,,,,,,
HCWC,0.3,50.00%,-5.27%,0.5835,654139669.0,58.35,,,,,,
MB,8.92,137.87%,-37.62%,2.8133,32001985.0,281.33,,,,,,
NAMI,4.41,51.55%,-51.59%,2.1306,49903147.0,213.06,,,,,,
SLGB,0.56,10.27%,-26.12%,0.4926,103137727.0,49.26,,,,,,
STLN,6.41,28.46%,-1.84%,0.3086,6621824.0,30.86,,,,,,
VATE,12.11,63.43%,9.69%,0.4899,14277037.0,48.99,,,,,,
