Ticker,Price,Change,Change from Open,Gap,Volume,Shs Float,Shares Outstanding,Insider Own,Inst Own,Short Float,Sector,Industry,Country,Market Cap
GGSUN,0.32,0.6574,64.98,0.0046,175204550,,,,,,,,,
SSPRC,9.09,0.7054,44.52,0.1801,7916034,,,,,,,,,
AAGRZ,0.34,0.5438000000000001,42.18,0.0859,121996428,,,,,,,,,
WWBUY,1.04,0.1566,31.35,-0.1193999999999999,647056,,,,,,,,,
DDFNS,50.22,1.0925,28.01,0.6346,21247473,,,,,,,,,
HHURN,170.37,0.4036999999999999,27.06,0.1048,1447120,,,,,,,,,
GGWAV,3.06,0.2314,24.9,-0.0141,4964440,,,,,,,,,
DDCX,1.08,0.1973,23.44,-0.03,10853014,,,,,,,,,
CCLVT,2.15,-0.1042,20.79,-0.2583,10950134,,,,,,,,,
LLVWR,2.59,0.3282,20.47,0.1026,10709314,,,,,,,,,
