Ticker,Price,Change,Change from Open,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
EVTV,2.51,4.42,118.26%,1.4833,722266093.0,148.33,4.45M,4.83M,7.90%,1.91%,0.97%,12.14M
OM,5.57,0.22149999999999997,-13.51%,0.41229999999999994,25264739.0,41.23,17.40M,17.81M,4.15%,99.52%,13.37%,100.99M
SOGP,14.79,0.2641,-4.18%,0.31920000000000004,2529437.0,31.92,3.29M,4.10M,1.89%,2.91%,3.12%,49.55M
