Ticker,Price,Change %,Change from Open %,Gap,Volume,Gap%,Shs Float,Shares Outstanding,Insider Ownership,Institutional Ownership,Short Float,Market Cap
AIFF,2.01,68.91%,17.54%,0.43700000000000006,143747229.0,43.7,14022749.0,15690316,0.28124002,0.10455,0.020299999,31537536
APUS,7.25,47.36%,-12.86%,0.6911,37110597.0,69.11,,1509118,0.58705,0.028250001,0.0128,10941106
INLF,5.1,72.88%,-18.40%,1.1186,49411893.0,111.86,1392.0,1046390,0.05499,0.00879,0.0117999995,5560519
MGLD,1.93,93.02%,-1.03%,0.9501999999999999,15582684.0,95.02,15958151.0,42978290,0.75732005,0.018860001,0.0058999998,83461552
